uint32	uint8	uint32	uint32	uint32	uint32	uint32	uint32	uint32	uint32	uint32
10702	5	2	1305	1613	38	1	6878	33431	2900	10
10702	5	2	1105	1613	38	1	6855	33421	2900	10
10702	5	3	1305	1443	38	1	6878	33431	2900	10
10702	5	3	1104	1443	38	1	6854	33431	2900	10
10702	5	3	1504	1443	38	1	6900	33431	2900	10
10702	5	4	1106	1613	38	1	6856	33421	2900	10
10702	5	4	1403	1613	38	1	6888	33431	2900	10
10702	5	4	1605	1613	38	1	6914	33421	2900	10
10702	6	1	1203	1343	38	1	6864	33451	2900	10
10702	6	1	1604	1523	38	1	6913	33441	2900	10
10702	6	1	1307	1343	38	1	6880	33451	2900	10
10702	6	2	1406	1323	38	1	6891	33451	2900	10
10702	6	2	1305	1243	38	1	6878	33431	2900	10
10702	6	2	1105	1243	38	1	6855	33421	2900	10
10702	6	3	1305	1313	38	1	6878	33431	2900	10
10702	6	3	1104	1313	38	1	6854	33431	2900	10
10702	6	3	1504	1313	38	1	6900	33431	2900	10
10702	6	4	1106	1243	38	1	6856	33421	2900	10
10702	6	4	1403	1243	38	1	6888	33431	2900	10
10702	6	4	1605	1243	38	1	6914	33421	2900	10
10702	7	1	1203	1123	38	1	6864	33451	2900	10
10702	7	1	1604	1643	38	1	6913	33441	2900	10
10702	7	1	1307	1123	38	1	6880	33451	2900	10
10702	7	2	1406	1113	38	1	6891	33451	2900	10
10702	7	2	1305	1613	38	1	6878	33431	2900	10
10702	7	2	1105	1613	38	1	6855	33421	2900	10
10702	7	3	1305	1313	38	1	6878	33431	2900	10
10702	7	3	1104	1313	38	1	6854	33431	2900	10
10702	7	3	1504	1313	38	1	6900	33431	2900	10
10702	7	4	1106	1243	38	1	6856	33421	2900	10
10702	7	4	1403	1243	38	1	6888	33431	2900	10
10702	7	4	1605	1243	38	1	6914	33421	2900	10
10703	1	1	1406	1333	45	2	1918	34451	3550	10
10703	1	1	1113	1513	45	2	8210	34421	3550	10
10703	1	1	3101	1333	45	2	3328	34431	3550	10
10703	1	2	1613	1233	45	2	8215	34451	3550	10
10703	1	2	1207	1313	45	2	837	34411	3550	10
10703	1	2	1214	1313	45	2	8225	34431	3550	10
10703	1	3	1206	1243	45	2	790	34411	3550	10
10703	1	3	1412	1243	45	2	8235	34431	3550	10
10703	1	3	1214	1243	45	2	8225	34431	3550	10
10703	1	4	1307	1333	45	2	1401	34451	3550	10
10703	1	4	1404	1513	45	2	1824	34421	3550	10
10703	1	4	1203	1333	45	2	649	34451	3550	10
10703	2	1	1406	1423	45	2	1918	34451	3550	10
10703	2	1	1113	1443	45	2	8210	34421	3550	10
10703	2	1	3101	1423	45	2	3328	34431	3550	10
10703	2	2	1613	1623	45	2	8215	34451	3550	10
10703	2	2	1207	1443	45	2	837	34411	3550	10
10703	2	2	1214	1443	45	2	8225	34431	3550	10
10703	2	3	1206	1613	45	2	790	34411	3550	10
10703	2	3	1412	1613	45	2	8235	34431	3550	10
10703	2	3	1214	1613	45	2	8225	34431	3550	10
10703	2	4	1307	1623	45	2	1401	34451	3550	10
10703	2	4	1404	1443	45	2	1824	34421	3550	10
10703	2	4	1203	1623	45	2	649	34451	3550	10
10703	3	1	1406	1423	45	2	1918	34451	3550	10
10703	3	1	1113	1443	45	2	8210	34421	3550	10
10703	3	1	3101	1423	45	2	3328	34431	3550	10
10703	3	2	1613	1623	45	2	8215	34451	3550	10
10703	3	2	1207	1443	45	2	837	34411	3550	10
10703	3	2	1214	1443	45	2	8225	34431	3550	10
10703	3	3	1206	1613	45	2	790	34411	3550	10
10703	3	3	1412	1613	45	2	8235	34431	3550	10
10703	3	3	1214	1613	45	2	8225	34431	3550	10
10703	3	4	1307	1623	45	2	1401	34451	3550	10
10703	3	4	1404	1443	45	2	1824	34421	3550	10
10703	3	4	1203	1623	45	2	649	34451	3550	10
10703	4	1	1406	1333	45	2	1918	34451	3550	10
10703	4	1	1113	1513	45	2	8210	34421	3550	10
10703	4	1	3101	1333	45	2	3328	34431	3550	10
10703	4	2	1613	1233	45	2	8215	34451	3550	10
10703	4	2	1207	1313	45	2	837	34411	3550	10
10703	4	2	1214	1313	45	2	8225	34431	3550	10
10703	4	3	1206	1243	45	2	790	34411	3550	10
10703	4	3	1412	1243	45	2	8235	34431	3550	10
10703	4	3	1214	1243	45	2	8225	34431	3550	10
10703	4	4	1307	1333	45	2	1401	34451	3550	10
10703	4	4	1404	1513	45	2	1824	34421	3550	10
10703	4	4	1203	1333	45	2	649	34451	3550	10
10703	5	1	1406	1423	45	2	1918	34451	3550	10
10703	5	1	1113	1443	45	2	8210	34421	3550	10
10703	5	1	3101	1423	45	2	3328	34431	3550	10
10703	5	2	1613	1623	45	2	8215	34451	3550	10
10703	5	2	1207	1443	45	2	837	34411	3550	10
10703	5	2	1214	1443	45	2	8225	34431	3550	10
10703	5	3	1206	1613	45	2	790	34411	3550	10
10703	5	3	1412	1613	45	2	8235	34431	3550	10
10703	5	3	1214	1613	45	2	8225	34431	3550	10
10703	5	4	1307	1623	45	2	1401	34451	3550	10
10703	5	4	1404	1443	45	2	1824	34421	3550	10
10703	5	4	1203	1623	45	2	649	34451	3550	10
10703	6	1	1406	1333	45	2	1918	34451	3550	10
10703	6	1	1113	1513	45	2	8210	34421	3550	10
10703	6	1	3101	1333	45	2	3328	34431	3550	10
10703	6	2	1613	1233	45	2	8215	34451	3550	10
10703	6	2	1207	1313	45	2	837	34411	3550	10
10703	6	2	1214	1313	45	2	8225	34431	3550	10
10703	6	3	1206	1243	45	2	790	34411	3550	10
10703	6	3	1412	1243	45	2	8235	34431	3550	10
10703	6	3	1214	1243	45	2	8225	34431	3550	10
10703	6	4	1307	1333	45	2	1401	34451	3550	10
10703	6	4	1404	1513	45	2	1824	34421	3550	10
10703	6	4	1203	1333	45	2	649	34451	3550	10
10703	7	1	1406	1423	45	2	1918	34451	3550	10
10703	7	1	1113	1443	45	2	8210	34421	3550	10
10703	7	1	3101	1423	45	2	3328	34431	3550	10
10703	7	2	1613	1623	45	2	8215	34451	3550	10
10703	7	2	1207	1443	45	2	837	34411	3550	10
10703	7	2	1214	1443	45	2	8225	34431	3550	10
10703	7	3	1206	1243	45	2	790	34411	3550	10
10703	7	3	1412	1243	45	2	8235	34431	3550	10
10703	7	3	1214	1243	45	2	8225	34431	3550	10
10703	7	4	1307	1333	45	2	1401	34451	3550	10
10703	7	4	1404	1513	45	2	1824	34421	3550	10
10703	7	4	1203	1333	45	2	649	34451	3550	10
20125	1	1	1306	1212	25	0	1331	31141	1450	10
20125	1	1	1201	1312	25	0	532	31131	1450	10
20125	1	1	1312	1222	25	0	1613	31141	1450	10
20125	1	2	1312	1222	25	0	1613	31141	1450	10
20125	1	2	1503	1232	25	0	2271	31151	1450	10
20125	1	2	1202	1312	25	0	579	31111	1450	10
20125	1	3	1312	1222	25	0	1613	31141	1450	10
20125	1	3	1505	1332	25	0	2365	31151	1450	10
20125	1	3	1306	1212	25	0	1331	31141	1450	10
20125	1	4	1207	1242	25	0	814	31111	1450	10
20125	1	4	1510	1242	25	0	2600	31131	1450	10
20125	1	4	1211	1242	25	0	1002	31111	1450	10
20125	1	5	1211	1242	25	0	1002	31111	1450	10
20125	1	5	1203	1232	25	0	626	31151	1450	10
20125	1	5	1312	1222	25	0	1613	31141	1450	10
20125	1	6	1202	1312	25	0	579	31111	1450	10
20125	1	6	1302	1242	25	0	1143	31131	1450	10
20125	1	6	1502	1522	25	0	2224	31141	1450	10
20125	1	7	1207	1242	25	0	814	31111	1450	10
20125	1	7	1201	1312	25	0	532	31131	1450	10
20125	1	7	1202	1312	25	0	579	31111	1450	10
20125	1	8	1312	1222	25	0	1613	31141	1450	10
20125	1	8	1204	1332	25	0	673	31151	1450	10
20125	1	8	1511	1242	25	0	2647	31121	1450	10
20125	1	9	1312	1222	25	0	1613	31141	1450	10
20125	1	9	1302	1242	25	0	1143	31131	1450	10
20125	1	9	1306	1212	25	0	1331	31141	1450	10
20125	1	10	1502	1522	25	0	2224	31141	1450	10
20125	1	10	1309	1242	25	0	1472	31131	1450	10
20125	1	10	1202	1312	25	0	579	31111	1450	10
20125	2	1	1103	1632	25	0	109	31141	1450	10
20125	2	1	1408	1422	25	0	1989	31151	1450	10
20125	2	1	1401	1432	25	0	1660	31121	1450	10
20125	2	2	1401	1432	25	0	1660	31121	1450	10
20125	2	2	1403	1432	25	0	1754	31131	1450	10
20125	2	2	1102	1442	25	0	62	31111	1450	10
20125	2	3	1611	1612	25	0	3258	31121	1450	10
20125	2	3	1108	1122	25	0	344	31151	1450	10
20125	2	3	1605	1432	25	0	2976	31121	1450	10
20125	2	4	1404	1442	25	0	1801	31121	1450	10
20125	2	4	1408	1422	25	0	1989	31151	1450	10
20125	2	4	1402	1612	25	0	1707	31111	1450	10
20125	2	5	1602	1612	25	0	2835	31121	1450	10
20125	2	5	1104	1612	25	0	156	31131	1450	10
20125	2	5	1611	1612	25	0	3258	31121	1450	10
20125	2	6	1102	1442	25	0	62	31111	1450	10
20125	2	6	1108	1122	25	0	344	31151	1450	10
20125	2	6	1605	1432	25	0	2976	31121	1450	10
20125	2	7	1103	1632	25	0	109	31141	1450	10
20125	2	7	1108	1122	25	0	344	31151	1450	10
20125	2	7	1602	1612	25	0	2835	31121	1450	10
20125	2	8	1111	1442	25	0	485	31111	1450	10
20125	2	8	1406	1412	25	0	1895	31151	1450	10
20125	2	8	1402	1612	25	0	1707	31111	1450	10
20125	2	9	1611	1612	25	0	3258	31121	1450	10
20125	2	9	1108	1122	25	0	344	31151	1450	10
20125	2	9	1404	1442	25	0	1801	31121	1450	10
20125	2	10	1103	1632	25	0	109	31141	1450	10
20125	2	10	1408	1422	25	0	1989	31151	1450	10
20125	2	10	1102	1442	25	0	62	31111	1450	10
20125	3	1	1103	1632	25	0	109	31141	1450	10
20125	3	1	1108	1122	25	0	344	31151	1450	10
20125	3	1	1102	1442	25	0	62	31111	1450	10
20125	3	2	1111	1442	25	0	485	31111	1450	10
20125	3	2	1104	1612	25	0	156	31131	1450	10
20125	3	2	1611	1612	25	0	3258	31121	1450	10
20125	3	3	1411	1642	25	0	2130	31141	1450	10
20125	3	3	1408	1422	25	0	1989	31151	1450	10
20125	3	3	1404	1442	25	0	1801	31121	1450	10
20125	3	4	1603	1612	25	0	2882	31111	1450	10
20125	3	4	1108	1122	25	0	344	31151	1450	10
20125	3	4	1102	1442	25	0	62	31111	1450	10
20125	3	5	1611	1612	25	0	3258	31121	1450	10
20125	3	5	1104	1612	25	0	156	31131	1450	10
20125	3	5	1401	1432	25	0	1660	31121	1450	10
20125	3	6	1611	1612	25	0	3258	31121	1450	10
20125	3	6	1408	1422	25	0	1989	31151	1450	10
20125	3	6	1605	1432	25	0	2976	31121	1450	10
20125	3	7	1103	1632	25	0	109	31141	1450	10
20125	3	7	1108	1122	25	0	344	31151	1450	10
20125	3	7	1102	1442	25	0	62	31111	1450	10
20125	3	8	1402	1612	25	0	1707	31111	1450	10
20125	3	8	1104	1612	25	0	156	31131	1450	10
20125	3	8	1611	1612	25	0	3258	31121	1450	10
20125	3	9	1411	1642	25	0	2130	31141	1450	10
20125	3	9	1408	1422	25	0	1989	31151	1450	10
20125	3	9	1603	1612	25	0	2882	31111	1450	10
20125	3	10	1404	1442	25	0	1801	31121	1450	10
20125	3	10	1408	1422	25	0	1989	31151	1450	10
20125	3	10	1602	1612	25	0	2835	31121	1450	10
20125	4	1	1301	1222	25	0	1096	31141	1450	10
20125	4	1	1302	1242	25	0	1143	31131	1450	10
20125	4	1	1211	1242	25	0	1002	31111	1450	10
20125	4	2	1312	1222	25	0	1613	31141	1450	10
20125	4	2	1203	1232	25	0	626	31151	1450	10
20125	4	2	1211	1242	25	0	1002	31111	1450	10
20125	4	3	1511	1242	25	0	2647	31121	1450	10
20125	4	3	1302	1242	25	0	1143	31131	1450	10
20125	4	3	1306	1212	25	0	1331	31141	1450	10
20125	4	4	1301	1222	25	0	1096	31141	1450	10
20125	4	4	1510	1242	25	0	2600	31131	1450	10
20125	4	4	1511	1242	25	0	2647	31121	1450	10
20125	4	5	1211	1242	25	0	1002	31111	1450	10
20125	4	5	1204	1332	25	0	673	31151	1450	10
20125	4	5	1511	1242	25	0	2647	31121	1450	10
20125	4	6	1202	1312	25	0	579	31111	1450	10
20125	4	6	1302	1242	25	0	1143	31131	1450	10
20125	4	6	1502	1522	25	0	2224	31141	1450	10
20125	4	7	1306	1212	25	0	1331	31141	1450	10
20125	4	7	1505	1332	25	0	2365	31151	1450	10
20125	4	7	1312	1222	25	0	1613	31141	1450	10
20125	4	8	1212	1522	25	0	1049	31141	1450	10
20125	4	8	1203	1232	25	0	626	31151	1450	10
20125	4	8	1202	1312	25	0	579	31111	1450	10
20125	4	9	1511	1242	25	0	2647	31121	1450	10
20125	4	9	1309	1242	25	0	1472	31131	1450	10
20125	4	9	1301	1222	25	0	1096	31141	1450	10
20125	4	10	1306	1212	25	0	1331	31141	1450	10
20125	4	10	1201	1312	25	0	532	31131	1450	10
20125	4	10	1212	1522	25	0	1049	31141	1450	10
20125	5	1	1103	1632	25	0	109	31141	1450	10
20125	5	1	1108	1122	25	0	344	31151	1450	10
20125	5	1	1611	1612	25	0	3258	31121	1450	10
20125	5	2	1102	1442	25	0	62	31111	1450	10
20125	5	2	1403	1432	25	0	1754	31131	1450	10
20125	5	2	1401	1432	25	0	1660	31121	1450	10
20125	5	3	1610	1642	25	0	3211	31141	1450	10
20125	5	3	1108	1122	25	0	344	31151	1450	10
20125	5	3	1605	1432	25	0	2976	31121	1450	10
20125	5	4	1404	1442	25	0	1801	31121	1450	10
20125	5	4	1408	1422	25	0	1989	31151	1450	10
20125	5	4	1401	1432	25	0	1660	31121	1450	10
20125	5	5	1401	1432	25	0	1660	31121	1450	10
20125	5	5	1104	1612	25	0	156	31131	1450	10
20125	5	5	1602	1612	25	0	2835	31121	1450	10
20125	5	6	1111	1442	25	0	485	31111	1450	10
20125	5	6	1108	1122	25	0	344	31151	1450	10
20125	5	6	1603	1612	25	0	2882	31111	1450	10
20125	5	7	1103	1632	25	0	109	31141	1450	10
20125	5	7	1108	1122	25	0	344	31151	1450	10
20125	5	7	1610	1642	25	0	3211	31141	1450	10
20125	5	8	1401	1432	25	0	1660	31121	1450	10
20125	5	8	1403	1432	25	0	1754	31131	1450	10
20125	5	8	1602	1612	25	0	2835	31121	1450	10
20125	5	9	1602	1612	25	0	2835	31121	1450	10
20125	5	9	1108	1122	25	0	344	31151	1450	10
20125	5	9	1605	1432	25	0	2976	31121	1450	10
20125	5	10	1103	1632	25	0	109	31141	1450	10
20125	5	10	1108	1122	25	0	344	31151	1450	10
20125	5	10	1111	1442	25	0	485	31111	1450	10
20125	6	1	1502	1522	25	0	2224	31141	1450	10
20125	6	1	1309	1242	25	0	1472	31131	1450	10
20125	6	1	1511	1242	25	0	2647	31121	1450	10
20125	6	2	1212	1522	25	0	1049	31141	1450	10
20125	6	2	1305	1312	25	0	1284	31131	1450	10
20125	6	2	1312	1222	25	0	1613	31141	1450	10
20125	6	3	1212	1522	25	0	1049	31141	1450	10
20125	6	3	1302	1242	25	0	1143	31131	1450	10
20125	6	3	1301	1222	25	0	1096	31141	1450	10
20125	6	4	1306	1212	25	0	1331	31141	1450	10
20125	6	4	1201	1312	25	0	532	31131	1450	10
20125	6	4	1211	1242	25	0	1002	31111	1450	10
20125	6	5	1511	1242	25	0	2647	31121	1450	10
20125	6	5	1203	1232	25	0	626	31151	1450	10
20125	6	5	1211	1242	25	0	1002	31111	1450	10
20125	6	6	1312	1222	25	0	1613	31141	1450	10
20125	6	6	1201	1312	25	0	532	31131	1450	10
20125	6	6	1502	1522	25	0	2224	31141	1450	10
20125	6	7	1306	1212	25	0	1331	31141	1450	10
20125	6	7	1309	1242	25	0	1472	31131	1450	10
20125	6	7	1202	1312	25	0	579	31111	1450	10
20125	6	8	1211	1242	25	0	1002	31111	1450	10
20125	6	8	1203	1232	25	0	626	31151	1450	10
20125	6	8	1202	1312	25	0	579	31111	1450	10
20125	6	9	1312	1222	25	0	1613	31141	1450	10
20125	6	9	1302	1242	25	0	1143	31131	1450	10
20125	6	9	1301	1222	25	0	1096	31141	1450	10
20125	6	10	1306	1212	25	0	1331	31141	1450	10
20125	6	10	1309	1242	25	0	1472	31131	1450	10
20125	6	10	1211	1242	25	0	1002	31111	1450	10
20125	7	1	1603	1612	25	0	2882	31111	1450	10
20125	7	1	1309	1242	25	0	1472	31131	1450	10
20125	7	1	1611	1612	25	0	3258	31121	1450	10
20125	7	2	1212	1522	25	0	1049	31141	1450	10
20125	7	2	1406	1412	25	0	1895	31151	1450	10
20125	7	2	1402	1612	25	0	1707	31111	1450	10
20125	7	3	1611	1612	25	0	3258	31121	1450	10
20125	7	3	1108	1122	25	0	344	31151	1450	10
20125	7	3	1502	1522	25	0	2224	31141	1450	10
20125	7	4	1103	1632	25	0	109	31141	1450	10
20125	7	4	1510	1242	25	0	2600	31131	1450	10
20125	7	4	1610	1642	25	0	3211	31141	1450	10
20125	7	5	1611	1612	25	0	3258	31121	1450	10
20125	7	5	1403	1432	25	0	1754	31131	1450	10
20125	7	5	1602	1612	25	0	2835	31121	1450	10
20125	7	6	1102	1442	25	0	62	31111	1450	10
20125	7	6	1108	1122	25	0	344	31151	1450	10
20125	7	6	1103	1632	25	0	109	31141	1450	10
20125	7	7	1603	1612	25	0	2882	31111	1450	10
20125	7	7	1302	1242	25	0	1143	31131	1450	10
20125	7	7	1401	1432	25	0	1660	31121	1450	10
20125	7	8	1411	1642	25	0	2130	31141	1450	10
20125	7	8	1503	1232	25	0	2271	31151	1450	10
20125	7	8	1511	1242	25	0	2647	31121	1450	10
20125	7	9	1312	1222	25	0	1613	31141	1450	10
20125	7	9	1309	1242	25	0	1472	31131	1450	10
20125	7	9	1502	1522	25	0	2224	31141	1450	10
20125	7	10	1306	1212	25	0	1331	31141	1450	10
20125	7	10	1108	1122	25	0	344	31151	1450	10
20125	7	10	1211	1242	25	0	1002	31111	1450	10
20128	1	1	1306	1212	28	0	1333	32241	1800	10
20128	1	1	1309	1242	28	0	1474	32231	1800	10
20128	1	1	1212	1522	28	0	1051	32241	1800	10
20128	1	2	1511	1242	28	0	2649	32221	1800	10
20128	1	2	1203	1232	28	0	628	32251	1800	10
20128	1	2	1202	1312	28	0	581	32211	1800	10
20128	1	3	1312	1222	28	0	1615	32241	1800	10
20128	1	3	1201	1312	28	0	534	32231	1800	10
20128	1	3	1306	1212	28	0	1333	32241	1800	10
20128	1	4	1502	1522	28	0	2226	32241	1800	10
20128	1	4	1201	1312	28	0	534	32231	1800	10
20128	1	4	1212	1522	28	0	1051	32241	1800	10
20128	1	5	1312	1222	28	0	1615	32241	1800	10
20128	1	5	1203	1232	28	0	628	32251	1800	10
20128	1	5	1511	1242	28	0	2649	32221	1800	10
20128	1	6	1312	1222	28	0	1615	32241	1800	10
20128	1	6	1505	1332	28	0	2367	32251	1800	10
20128	1	6	1502	1522	28	0	2226	32241	1800	10
20128	1	7	1502	1522	28	0	2226	32241	1800	10
20128	1	7	1201	1312	28	0	534	32231	1800	10
20128	1	7	1511	1242	28	0	2649	32221	1800	10
20128	1	8	1202	1312	28	0	581	32211	1800	10
20128	1	8	1204	1332	28	0	675	32251	1800	10
20128	1	8	1312	1222	28	0	1615	32241	1800	10
20128	1	9	1312	1222	28	0	1615	32241	1800	10
20128	1	9	1201	1312	28	0	534	32231	1800	10
20128	1	9	1207	1242	28	0	816	32211	1800	10
20128	1	10	1301	1222	28	0	1098	32241	1800	10
20128	1	10	1510	1242	28	0	2602	32231	1800	10
20128	1	10	1212	1522	28	0	1051	32241	1800	10
20128	2	1	1404	1442	28	0	1803	32221	1800	10
20128	2	1	1108	1122	28	0	346	32251	1800	10
20128	2	1	1102	1442	28	0	64	32211	1800	10
20128	2	2	1602	1612	28	0	2837	32221	1800	10
20128	2	2	1104	1612	28	0	158	32231	1800	10
20128	2	2	1610	1642	28	0	3213	32241	1800	10
20128	2	3	1111	1442	28	0	487	32211	1800	10
20128	2	3	1108	1122	28	0	346	32251	1800	10
20128	2	3	1603	1612	28	0	2884	32211	1800	10
20128	2	4	1603	1612	28	0	2884	32211	1800	10
20128	2	4	1108	1122	28	0	346	32251	1800	10
20128	2	4	1111	1442	28	0	487	32211	1800	10
20128	2	5	1111	1442	28	0	487	32211	1800	10
20128	2	5	1406	1412	28	0	1897	32251	1800	10
20128	2	5	1611	1612	28	0	3260	32221	1800	10
20128	2	6	1610	1642	28	0	3213	32241	1800	10
20128	2	6	1408	1422	28	0	1991	32251	1800	10
20128	2	6	1603	1612	28	0	2884	32211	1800	10
20128	2	7	1605	1432	28	0	2978	32221	1800	10
20128	2	7	1408	1422	28	0	1991	32251	1800	10
20128	2	7	1411	1642	28	0	2132	32241	1800	10
20128	2	8	1402	1612	28	0	1709	32211	1800	10
20128	2	8	1104	1612	28	0	158	32231	1800	10
20128	2	8	1602	1612	28	0	2837	32221	1800	10
20128	2	9	1401	1432	28	0	1662	32221	1800	10
20128	2	9	1108	1122	28	0	346	32251	1800	10
20128	2	9	1404	1442	28	0	1803	32221	1800	10
20128	2	10	1404	1442	28	0	1803	32221	1800	10
20128	2	10	1408	1422	28	0	1991	32251	1800	10
20128	2	10	1102	1442	28	0	64	32211	1800	10
20128	3	1	1103	1632	28	0	111	32241	1800	10
20128	3	1	1108	1122	28	0	346	32251	1800	10
20128	3	1	1411	1642	28	0	2132	32241	1800	10
20128	3	2	1111	1442	28	0	487	32211	1800	10
20128	3	2	1104	1612	28	0	158	32231	1800	10
20128	3	2	1602	1612	28	0	2837	32221	1800	10
20128	3	3	1401	1432	28	0	1662	32221	1800	10
20128	3	3	1408	1422	28	0	1991	32251	1800	10
20128	3	3	1603	1612	28	0	2884	32211	1800	10
20128	3	4	1605	1432	28	0	2978	32221	1800	10
20128	3	4	1408	1422	28	0	1991	32251	1800	10
20128	3	4	1411	1642	28	0	2132	32241	1800	10
20128	3	5	1401	1432	28	0	1662	32221	1800	10
20128	3	5	1403	1432	28	0	1756	32231	1800	10
20128	3	5	1402	1612	28	0	1709	32211	1800	10
20128	3	6	1402	1612	28	0	1709	32211	1800	10
20128	3	6	1108	1122	28	0	346	32251	1800	10
20128	3	6	1605	1432	28	0	2978	32221	1800	10
20128	3	7	1404	1442	28	0	1803	32221	1800	10
20128	3	7	1108	1122	28	0	346	32251	1800	10
20128	3	7	1610	1642	28	0	3213	32241	1800	10
20128	3	8	1610	1642	28	0	3213	32241	1800	10
20128	3	8	1104	1612	28	0	158	32231	1800	10
20128	3	8	1102	1442	28	0	64	32211	1800	10
20128	3	9	1610	1642	28	0	3213	32241	1800	10
20128	3	9	1108	1122	28	0	346	32251	1800	10
20128	3	9	1603	1612	28	0	2884	32211	1800	10
20128	3	10	1404	1442	28	0	1803	32221	1800	10
20128	3	10	1408	1422	28	0	1991	32251	1800	10
20128	3	10	1111	1442	28	0	487	32211	1800	10
20128	4	1	1306	1212	28	0	1333	32241	1800	10
20128	4	1	1302	1242	28	0	1145	32231	1800	10
20128	4	1	1312	1222	28	0	1615	32241	1800	10
20128	4	2	1511	1242	28	0	2649	32221	1800	10
20128	4	2	1203	1232	28	0	628	32251	1800	10
20128	4	2	1211	1242	28	0	1004	32211	1800	10
20128	4	3	1202	1312	28	0	581	32211	1800	10
20128	4	3	1201	1312	28	0	534	32231	1800	10
20128	4	3	1207	1242	28	0	816	32211	1800	10
20128	4	4	1502	1522	28	0	2226	32241	1800	10
20128	4	4	1505	1332	28	0	2367	32251	1800	10
20128	4	4	1202	1312	28	0	581	32211	1800	10
20128	4	5	1202	1312	28	0	581	32211	1800	10
20128	4	5	1204	1332	28	0	675	32251	1800	10
20128	4	5	1511	1242	28	0	2649	32221	1800	10
20128	4	6	1211	1242	28	0	1004	32211	1800	10
20128	4	6	1510	1242	28	0	2602	32231	1800	10
20128	4	6	1301	1222	28	0	1098	32241	1800	10
20128	4	7	1207	1242	28	0	816	32211	1800	10
20128	4	7	1201	1312	28	0	534	32231	1800	10
20128	4	7	1312	1222	28	0	1615	32241	1800	10
20128	4	8	1202	1312	28	0	581	32211	1800	10
20128	4	8	1203	1232	28	0	628	32251	1800	10
20128	4	8	1211	1242	28	0	1004	32211	1800	10
20128	4	9	1312	1222	28	0	1615	32241	1800	10
20128	4	9	1510	1242	28	0	2602	32231	1800	10
20128	4	9	1502	1522	28	0	2226	32241	1800	10
20128	4	10	1502	1522	28	0	2226	32241	1800	10
20128	4	10	1505	1332	28	0	2367	32251	1800	10
20128	4	10	1202	1312	28	0	581	32211	1800	10
20128	5	1	1103	1632	28	0	111	32241	1800	10
20128	5	1	1408	1422	28	0	1991	32251	1800	10
20128	5	1	1111	1442	28	0	487	32211	1800	10
20128	5	2	1602	1612	28	0	2837	32221	1800	10
20128	5	2	1403	1432	28	0	1756	32231	1800	10
20128	5	2	1411	1642	28	0	2132	32241	1800	10
20128	5	3	1602	1612	28	0	2837	32221	1800	10
20128	5	3	1408	1422	28	0	1991	32251	1800	10
20128	5	3	1103	1632	28	0	111	32241	1800	10
20128	5	4	1603	1612	28	0	2884	32211	1800	10
20128	5	4	1408	1422	28	0	1991	32251	1800	10
20128	5	4	1611	1612	28	0	3260	32221	1800	10
20128	5	5	1102	1442	28	0	64	32211	1800	10
20128	5	5	1104	1612	28	0	158	32231	1800	10
20128	5	5	1602	1612	28	0	2837	32221	1800	10
20128	5	6	1102	1442	28	0	64	32211	1800	10
20128	5	6	1108	1122	28	0	346	32251	1800	10
20128	5	6	1605	1432	28	0	2978	32221	1800	10
20128	5	7	1605	1432	28	0	2978	32221	1800	10
20128	5	7	1408	1422	28	0	1991	32251	1800	10
20128	5	7	1610	1642	28	0	3213	32241	1800	10
20128	5	8	1610	1642	28	0	3213	32241	1800	10
20128	5	8	1104	1612	28	0	158	32231	1800	10
20128	5	8	1602	1612	28	0	2837	32221	1800	10
20128	5	9	1402	1612	28	0	1709	32211	1800	10
20128	5	9	1408	1422	28	0	1991	32251	1800	10
20128	5	9	1605	1432	28	0	2978	32221	1800	10
20128	5	10	1404	1442	28	0	1803	32221	1800	10
20128	5	10	1408	1422	28	0	1991	32251	1800	10
20128	5	10	1610	1642	28	0	3213	32241	1800	10
20128	6	1	1301	1222	28	0	1098	32241	1800	10
20128	6	1	1505	1332	28	0	2367	32251	1800	10
20128	6	1	1211	1242	28	0	1004	32211	1800	10
20128	6	2	1312	1222	28	0	1615	32241	1800	10
20128	6	2	1203	1232	28	0	628	32251	1800	10
20128	6	2	1511	1242	28	0	2649	32221	1800	10
20128	6	3	1312	1222	28	0	1615	32241	1800	10
20128	6	3	1505	1332	28	0	2367	32251	1800	10
20128	6	3	1306	1212	28	0	1333	32241	1800	10
20128	6	4	1502	1522	28	0	2226	32241	1800	10
20128	6	4	1309	1242	28	0	1474	32231	1800	10
20128	6	4	1312	1222	28	0	1615	32241	1800	10
20128	6	5	1202	1312	28	0	581	32211	1800	10
20128	6	5	1503	1232	28	0	2273	32251	1800	10
20128	6	5	1212	1522	28	0	1051	32241	1800	10
20128	6	6	1211	1242	28	0	1004	32211	1800	10
20128	6	6	1510	1242	28	0	2602	32231	1800	10
20128	6	6	1301	1222	28	0	1098	32241	1800	10
20128	6	7	1207	1242	28	0	816	32211	1800	10
20128	6	7	1309	1242	28	0	1474	32231	1800	10
20128	6	7	1211	1242	28	0	1004	32211	1800	10
20128	6	8	1202	1312	28	0	581	32211	1800	10
20128	6	8	1503	1232	28	0	2273	32251	1800	10
20128	6	8	1211	1242	28	0	1004	32211	1800	10
20128	6	9	1212	1522	28	0	1051	32241	1800	10
20128	6	9	1510	1242	28	0	2602	32231	1800	10
20128	6	9	1502	1522	28	0	2226	32241	1800	10
